zone_id,cx,cy,cz,gp1,gp2,gp3,gp4,gp5,gp6,gp7,gp8
39148,1072.73592088,-495.678403783,422.503936929,20415,6251,6007,6205,,,,
39149,807.229959587,-1529.85543731,11.3808325183,8215,8085,8208,8540,,,,
39150,800.325990306,-1546.125025,21.7423605861,8215,8384,8085,8540,,,,
39151,327.398560562,-548.351823881,473.180419064,21362,12036,12215,12120,,,,
39152,1344.77940061,-1518.66805729,432.023667322,27186,26287,22631,25413,,,,
39153,85.0691262283,-42.3674649711,61.8525697535,20253,13706,13895,14011,,,,
39154,366.449491606,-46.9975581196,99.472093081,20018,11433,12289,20428,,,,
39155,401.783393437,-1248.46578441,334.735671037,17632,17455,11553,17647,,,,
39156,506.374864003,-575.161943095,290.758377151,10549,20341,20507,10426,,,,
39157,1251.65546406,-1602.07078471,459.774387838,15358,15452,4736,4873,,,,
39158,744.86223892,-1200.94701582,404.411703088,18103,8614,8769,8621,,,,
39159,821.286690414,-1211.27950447,355.995315148,17534,17527,17714,17537,,,,
39160,761.933096607,-1202.98986786,407.330270997,8545,8614,8621,8479,,,,
39161,1723.84867202,-1607.00195313,499.304006752,972,1058,964,920,,,,
39162,1735.97174536,-1592.18405899,490.476010884,964,15020,920,15017,,,,
39163,1755.91218657,-1501.03639976,483.479647726,22594,14944,15018,14945,,,,
39164,1720.0177652,-1579.32363493,499.681428494,15017,14975,1082,964,,,,
39165,1174.534823,-1005.38796931,61.3436894406,16986,17144,16990,5348,,,,
39166,1220.99792698,-955.089467619,89.154466655,17178,5099,5122,4841,,,,
39167,1157.78628993,-1003.97870315,150.309206718,17315,5396,5652,5525,,,,
39168,1462.08168141,-683.197671379,466.425688158,3014,2861,29491,2895,,,,
39169,1383.92578105,-1317.47529499,416.298795722,22065,3760,3867,3846,,,,
39170,1389.00195292,-1316.27216999,420.256284736,22065,3717,3760,3846,,,,
39171,1398.54704221,-1318.43303377,421.387631826,22065,15224,3717,3688,,,,
39172,233.013406538,-688.412362638,501.562866105,13021,29612,12985,13050,,,,
39173,213.267914161,-687.841528967,508.223250377,29981,13158,13159,13170,,,,
39174,235.864454095,-687.251113455,502.752103542,29612,13021,12985,12962,,,,
39175,230.366725881,-689.090936683,505.344209828,12985,13050,13053,13021,,,,
39176,1804.83158949,-1564.32644287,396.332817644,15341,510,519,505,,,,
39177,1763.71174948,-1597.73802231,410.081676023,690,15268,15341,846,,,,
39178,1627.63715713,-1498.5592467,421.102451405,22613,25398,15000,22612,,,,
39179,1621.38400982,-1598.14987671,442.901484317,15061,15115,1521,1722,,,,
39180,1632.69798151,-1482.53189986,345.548883179,15051,1694,1642,1365,,,,
39181,1696.79080512,-1597.03918769,392.081428744,1256,15267,1035,15270,,,,
39182,302.264127624,-1254.61505498,194.078807717,17640,17453,12637,17448,,,,
39183,27.9152126151,-1108.68366025,191.650282767,18937,14669,14657,18939,,,,
39184,131.472450164,-1031.35227921,208.55124178,19189,13591,13848,13652,,,,
39185,896.367436235,-550.179920355,341.664048006,7639,7624,7713,7589,,,,
39186,898.223787591,-557.996615609,339.109234346,7639,7640,7624,7589,,,,
39187,883.600693869,-558.036937144,335.606444294,7640,7639,7808,7809,,,,
39188,890.467059584,-555.611677754,334.729014821,7639,7640,7808,7624,,,,
39189,1081.86400403,-1596.73972726,361.684672063,15496,6115,6118,15563,,,,
39190,1127.52121197,-1605.77016079,482.508766199,30575,5613,5836,5725,,,,
39191,37.9191298562,-1055.62873962,433.133385994,22353,19710,19209,19211,,,,
39192,107.256129915,-989.960715227,511.746551732,24528,20175,20173,24610,,,,
39193,14.4896272172,-959.977333618,531.487299522,14600,14228,20371,14164,,,,
39194,15.7990709821,-985.138318543,427.744460022,19940,14620,14611,19943,,,,
39195,166.254911676,-1091.86538115,433.720549024,18704,18475,13533,18471,,,,
39196,14.7956253888,-977.01750108,476.901634852,30238,14609,14613,20161,,,,
39197,24.7407536589,-1044.31300828,466.406770431,19938,19209,19465,14634,,,,
39198,705.107236475,-1526.17739443,504.191739141,23396,23472,26437,23536,,,,
39199,679.123936689,-1581.25226637,533.049479218,23268,9121,17477,16982,,,,
39200,661.854906182,-1607.8070248,503.265137036,16981,9411,9204,9282,,,,
39201,662.128469872,-1599.79778594,520.70365024,17138,16982,9282,16981,,,,
39202,528.323191214,-1578.97972336,511.494365695,23529,17655,17658,23607,,,,
39203,1549.94923028,-850.790731561,394.05219113,2251,2252,2294,2089,,,,
39204,665.706038954,-1145.26057138,450.943125517,29479,9256,9271,9241,,,,
39205,1540.21112069,-861.333710947,391.316235643,2369,2294,2253,2370,,,,
39206,1549.94923028,-856.929403436,393.952703825,2294,2253,2089,2252,,,,
39207,1546.88405021,-882.687204912,392.121265324,2255,2254,16882,2371,,,,
39208,1557.24396897,-859.931629988,399.902856122,2252,2089,2129,2130,,,,
39209,1544.66902004,-876.767024068,379.240602666,16882,2371,2370,2210,,,,
39210,898.86135941,-1521.61659033,521.005212324,16398,7585,30697,16244,,,,
39211,883.154137234,-1578.11064424,538.874660587,30676,7684,7857,7581,,,,
39212,458.807935361,-516.314892946,439.453151665,11070,10952,10908,10951,,,,
39213,438.746143443,-478.424134088,485.69137002,11142,11144,11182,11101,,,,
39214,1437.40927565,-700.565313453,453.275972223,3305,30126,3203,3283,,,,
39215,1444.96069284,-712.408421033,449.829956688,3099,3130,30126,29492,,,,
39216,1210.28205291,-622.535664712,382.001877989,22369,19280,19761,19985,,,,
39217,1088.04616369,-689.378422718,303.515269301,6145,5885,18562,5944,,,,
39218,1430.54170504,-724.657493995,406.491200563,3334,29481,3333,3382,,,,
39219,1429.49224718,-726.470255235,397.202402786,17920,3349,3382,3333,,,,
39220,1427.18262426,-728.026099945,402.290599443,17920,29960,22247,3382,,,,
39221,1418.96837888,-748.973558789,396.865757842,29969,3335,18342,3625,,,,
39222,1431.07510071,-726.707702405,405.874295932,3382,22247,3333,3334,,,,
39223,1359.65073171,-727.684748282,368.586822707,4145,3865,18339,4015,,,,
39224,899.614540304,-1426.37952497,357.879983469,16181,16193,16764,16321,,,,
39225,957.340884502,-1468.45236069,358.421689503,7335,7104,16345,29699,,,,
39226,938.505817108,-1554.57571241,276.254848057,29901,15725,7510,15809,,,,
39227,863.705587142,-1429.73587486,318.005187363,16068,8039,7850,7793,,,,
39228,898.826280881,-1480.42625429,368.602749863,15890,7573,7790,7561,,,,
39229,958.717871194,-1453.5867969,360.472627314,7104,7335,16345,7103,,,,
39230,1429.12841794,-732.080509844,417.467328544,3394,29973,3380,3355,,,,
39231,1647.5854069,-1611.2109375,509.990406931,1490,1354,1483,1471,,,,
39232,1654.31152344,-1608.50585938,516.500610352,1354,1388,1423,1385,,,,
39233,1635.73574935,-1607.55580615,510.615679105,14908,1563,1515,1493,,,,
39234,1636.54238997,-1595.53041553,509.78660806,14908,1562,1470,1517,,,,
39235,785.493100993,-133.602849786,581.614480054,21640,8349,8510,8340,,,,
39236,838.713151773,-122.466444271,571.549001262,7951,8147,22486,21438,,,,
39237,637.400439445,-273.787674552,47.470659934,19312,9482,19056,19063,,,,
39238,515.23405558,-841.577838756,79.9069549879,19364,18857,19113,19108,,,,
39239,482.754963607,-916.605258073,55.9810624667,18852,19095,10914,10542,,,,
39240,534.354851083,-810.193167691,47.3820883456,18858,10102,10529,19113,,,,
39241,1298.21747734,-1582.64849896,268.790855587,22079,15297,4382,15294,,,,
39242,1210.82267419,-1411.04884242,280.055327491,22695,15858,15915,15835,,,,
39243,1384.20816457,-1511.3665086,238.776252673,30385,3915,3578,15147,,,,
39244,1370.30926773,-1573.85860499,227.107543995,15219,4051,4028,3578,,,,
39245,1320.1899486,-1477.1224132,293.914526364,15215,15216,4281,4296,,,,
39246,1366.15897971,-1489.66117214,251.168809076,15215,15147,3915,30385,,,,
39247,1245.19859901,-1475.5274118,318.999476929,15366,4633,4949,15295,,,,
39248,1392.88652291,-1501.70315977,204.772824942,15689,3578,30385,15776,,,,
39249,1067.2356923,-658.547811791,273.692341555,18563,18742,6428,18787,,,,
39250,1045.50231712,-728.589759691,220.599353039,18274,6306,6431,6588,,,,
39251,1000.33634967,-718.121179789,171.489152665,18505,18269,6806,18504,,,,
39252,1136.10184668,-890.756031573,51.6875536437,17361,17192,5739,17191,,,,
39253,825.112971122,-1396.29727977,21.9209294142,8116,16610,8209,8242,,,,
39254,1012.31792574,-795.601984562,303.744555914,29691,19011,6775,19263,,,,
39255,1023.45710523,-830.184946381,302.678666748,6770,6585,6641,6586,,,,
39256,27.5330031513,-184.817792028,551.187009333,21657,14196,14090,21658,,,,
39257,4.91488674362,-224.238340313,538.88168853,21656,14360,14363,14354,,,,
39258,5.49342264524,-196.627432228,546.839422953,21657,14354,14351,14347,,,,
39259,25.4793053025,-222.689616509,561.556299089,21656,14241,14144,14109,,,,
39260,876.818693897,-750.521852462,273.726093645,25838,19746,7811,19258,,,,
39261,987.842073782,-641.977127939,296.131556618,19494,6859,7024,6802,,,,
39262,941.000833514,-640.480935961,293.160878866,22395,22337,7295,19244,,,,
39263,1490.14987298,-751.306764642,436.677564682,2699,2706,2696,29607,,,,
39264,959.756516494,-648.063905035,278.772048748,19244,7116,7295,7024,,,,
39265,977.526845364,-642.764400077,244.831358423,19243,7116,18982,18986,,,,
39266,1028.00628928,-679.353547992,328.533015664,18788,18993,6663,6619,,,,
39267,647.196063981,-1498.88743207,186.671323804,16343,9270,9338,9674,,,,
39268,793.753983814,-1587.18318547,314.312395121,29892,15972,8406,8134,,,,
39269,716.054391884,-1520.537576,215.89967968,16191,8651,8995,8912,,,,
39270,636.744466537,-1592.24517657,236.793456446,16354,9615,9294,16501,,,,
39271,810.085333077,-1602.2376387,269.203905813,8134,8462,8193,8165,,,,
39272,1686.13082481,-1368.05504655,491.35497959,14971,1076,1153,1228,,,,
39273,1616.62567511,-1293.97007461,485.383047957,14935,1565,1752,14970,,,,
39274,1624.46439686,-1342.39776212,504.479458183,14888,14911,14912,14938,,,,
39275,1639.62299342,-1309.02974773,502.710498053,22059,14938,1510,14970,,,,
39276,1654.20059582,-1321.39134229,505.335924475,22059,14938,14939,1291,,,,
39277,1355.9075346,-827.601943303,342.35390575,22208,17740,4140,17744,,,,
39278,674.313671857,-1.21323067567,567.220955446,30457,9333,9198,9133,,,,
39279,660.85685981,-75.4114044162,573.574962204,21537,9380,21535,21708,,,,
39280,645.178335798,-94.5033415442,582.58520173,21708,9469,9547,9381,,,,
39281,695.301447745,-1006.12742611,86.2460878576,17993,17796,9124,22253,,,,
39282,703.58851047,-977.192029706,146.842670822,18432,9022,17993,18204,,,,
39283,614.894685285,-995.05101266,84.0910178682,18392,9616,18399,18619,,,,
39284,690.571332138,-938.597841776,9.34322691975,9151,9325,8930,8937,,,,
39285,1529.68566078,-905.131088833,364.227468911,2460,16883,2459,2419,,,,
39286,676.552622421,-903.231058613,48.4474734782,18175,18397,9328,9141,,,,
39287,627.815885041,-945.569903145,16.3186368127,9513,9328,9669,9670,,,,
39288,640.005336208,-940.563160245,8.52722073288,9328,9513,9669,9325,,,,
39289,469.845074601,-959.84548717,22.4228579315,10656,10968,10880,10986,,,,
39290,468.222850093,-991.844868424,31.4971634318,18622,10969,10897,10968,,,,
39291,465.446988541,-998.342039941,11.9410986955,11063,18622,10969,10900,,,,
39292,448.967161051,-996.248853382,25.7484436108,11152,10969,10968,11132,,,,
39293,468.275517649,-982.457209163,11.8546802909,18622,10811,11063,10968,,,,
39294,470.259734295,-990.946276443,6.29257751198,10811,18622,11063,10900,,,,
39295,492.192743387,-1399.56862013,566.590950263,18981,10547,10734,18980,,,,
39296,501.270619825,-1607.39343368,469.224455453,17465,10448,10718,10525,,,,
39297,479.545659753,-1607.70475198,487.219557591,17656,10676,10925,10718,,,,
39298,1283.37944293,-1606.19997383,194.017668613,4535,22079,4872,4437,,,,
39299,1337.33805325,-1591.412911,202.512708599,4051,4196,22079,4028,,,,
39300,1255.42613666,-1408.53324955,221.977317509,15774,4904,4636,4906,,,,
39301,1329.7162658,-1597.38038663,242.892789437,4382,4051,22079,15219,,,,
39302,1352.10025905,-1548.2523612,239.424392579,15219,3915,4028,4256,,,,
39303,1300.89070936,-1551.79839158,227.82244263,22079,4576,4256,4485,,,,
39304,1322.25822529,-1570.25110317,195.334211729,22079,4028,4201,4485,,,,
39305,1278.29184683,-1592.59407628,177.117130783,4535,4903,22079,4557,,,,
39306,1538.0828179,-838.785791458,351.828780882,29594,2464,17397,17370,,,,
39307,1523.69443988,-1129.90917527,369.761411239,15544,15618,2566,2551,,,,
39308,1631.14028029,-1140.02700303,43.2832169609,22113,15935,1548,15853,,,,
39309,545.720821405,-1607.59183883,497.41447694,17466,10086,10297,10175,,,,
39310,713.413565522,-1153.89027113,139.198617286,26544,26525,23588,26506,,,,
39311,897.48473409,-1182.94174786,349.4724842,29725,7533,7710,7711,,,,
39312,942.050805106,-1055.56213267,332.533821909,17516,7393,7291,7223,,,,
39313,979.455772505,-1097.77317658,93.7941540264,17495,17496,7002,17685,,,,
39314,919.826134708,-1074.22431974,146.765039886,17695,17872,7381,17882,,,,
39315,862.41530178,-1083.1891472,65.4420446685,17508,7675,8056,7851,,,,
39316,831.642010633,-1141.17493002,44.6469688287,17099,17508,8094,17259,,,,
39317,972.207024199,-1231.75160121,349.237638108,17155,7105,17002,6997,,,,
39318,956.256246779,-1070.36531741,103.653574395,17685,7126,7002,7424,,,,
39319,850.163429229,-1284.28194739,237.323396107,17165,17053,8008,17203,,,,
39320,1186.64486858,-1425.19177087,489.545658732,22080,5281,5316,5323,,,,
39321,1155.71740239,-1434.21167963,508.8249729,5499,15312,5582,5565,,,,
39322,1175.74353771,-1409.08944357,475.860364815,5363,15439,5481,5257,,,,
39323,1193.63971878,-1413.26352887,480.317909755,5257,5216,5280,29996,,,,
39324,1171.79031089,-1425.48794469,484.754717589,29487,5402,5399,5478,,,,
39325,1166.43353539,-1463.37712292,510.910750661,15501,5369,5539,15376,,,,
39326,1260.13940569,-1512.63247495,376.174059394,22696,15296,15359,15290,,,,
39327,1192.9699318,-1459.27909403,506.899291576,15311,5369,5139,30016,,,,
39328,390.290812135,-359.188808196,554.54753051,21986,11449,11624,21958,,,,
39329,376.49001516,-290.408006513,572.176074897,22038,11645,11726,22031,,,,
39330,1335.21438872,-1088.81268257,165.731695244,23209,23283,16850,23208,,,,
39331,1324.79419197,-1039.80255192,162.462647309,17027,4403,4087,16850,,,,
39332,1333.27274389,-1005.95097282,311.914449481,16437,4126,4267,4195,,,,
39333,1347.06187977,-1077.06702861,318.59719713,22121,16145,4085,25476,,,,
39334,1303.85127406,-988.895821431,305.717797817,16573,4423,4487,29944,,,,
39335,623.178558972,-11.7633422035,86.1973152384,19554,9295,9892,9582,,,,
39336,498.517630597,-19.0061089608,19.2195425128,10591,10217,10595,11004,,,,
39337,930.746278543,-1346.4663651,426.727156363,22163,16964,16677,22175,,,,
39338,949.398911492,-1307.56940327,428.862540899,16683,7287,7224,7180,,,,
39339,928.843337889,-1289.63177913,418.825375609,7481,7307,7314,7480,,,,
39340,452.515229778,-1233.64747606,486.315039669,10875,18013,11073,10978,,,,
39341,526.597332273,-1463.04996514,570.105028676,18772,10470,10350,10276,,,,
39342,583.519594621,-1331.73425168,388.790943324,9972,17114,10011,9781,,,,
39343,384.704975591,-1288.44336766,415.811041244,23597,17840,30133,17646,,,,
39344,441.208372128,-1475.80464252,510.746126262,28805,24139,22318,26228,,,,
39345,580.245442336,-1421.0918886,563.889725041,9906,18264,9907,18503,,,,
39346,843.196465006,-1603.4645652,20.7220929423,7843,16178,8170,8002,,,,
39347,1433.87056229,-963.642951926,338.58186323,16427,3262,3463,3217,,,,
39348,1459.76881989,-937.176778978,335.678786134,3140,2840,2991,2884,,,,
39349,1449.53177446,-936.033482395,347.401430713,3140,3181,2991,2974,,,,
39350,1457.24600274,-933.79305975,344.602344935,3140,2991,2840,2974,,,,
39351,1582.70733219,-876.381016175,418.803072376,2000,17062,29633,1876,,,,
39352,974.455352953,-1178.27809059,280.051091689,23343,30218,27342,23403,,,,
39353,1756.22931351,-887.470113443,412.183573995,16594,706,850,16596,,,,
39354,1709.62296155,-912.938250687,346.568181707,16462,937,1122,1128,,,,
39355,1795.05666046,-915.051908583,376.178457533,16167,29786,290,305,,,,
39356,1804.26052452,-1036.63073408,385.921293656,15881,347,331,336,,,,
39357,1627.53058019,-941.729931344,371.171922274,25547,16743,16927,22929,,,,
39358,1255.578135,-938.346553105,300.296399505,17212,4743,4742,4781,,,,
39359,1324.15083037,-923.124280826,292.671704076,30690,17055,17206,17057,,,,
39360,1307.64483184,-1155.12606579,8.20520492438,29864,4322,4324,4492,,,,
39361,1291.86209942,-814.091167234,287.837302324,17734,17909,4526,17733,,,,
39362,1302.31973813,-1093.85330819,203.995805163,28140,23283,25593,27087,,,,
39363,245.643361087,-556.886068095,558.99071871,12992,12809,12810,12940,,,,
39364,1402.82922845,-900.861429045,312.198250177,23292,17199,17047,17194,,,,
39365,1452.92265996,-885.664737468,285.104556619,30033,3146,2831,3043,,,,
39366,1414.5711391,-925.341288315,339.010188945,16865,3618,3619,3587,,,,
39367,1419.77680303,-915.860006209,344.595927098,16865,3586,3618,3326,,,,
39368,706.443405708,-1165.00177453,426.76141674,29497,8942,9002,8976,,,,
39369,1105.96951256,-1048.32071583,261.468390747,23542,23147,17692,29823,,,,
39370,1110.73516116,-1021.12056803,311.060967974,16819,5751,5972,16670,,,,
39371,1128.60218664,-977.766111765,300.239280215,5797,5575,5699,5823,,,,
39372,939.77925934,-965.667098161,314.046120654,29616,7151,7353,7366,,,,
39373,985.689804446,-1463.81255222,396.779915627,16345,16251,16249,15803,,,,
39374,1031.27804917,-1476.40054137,465.600328452,15806,6375,6538,6664,,,,
39375,1034.34702846,-1398.49015834,491.892998869,15929,6505,6504,6604,,,,
39376,1054.52765728,-1499.36881593,416.451342314,15638,6123,6391,6490,,,,
39377,1007.01544081,-1436.00573166,490.874261221,22116,15848,15927,16018,,,,
39378,1027.71251591,-1492.06071782,438.916077901,15724,6769,6391,6664,,,,
39379,979.12237435,-1420.62735983,384.201493288,16250,7068,7103,6828,,,,
39380,1505.86268096,-1322.73841386,459.490278485,15106,15008,29689,14934,,,,
39381,1489.50208146,-1330.87072111,483.276202997,29689,2661,2728,2772,,,,
39382,239.279419511,-947.110851443,480.086312878,12912,20711,12852,13013,,,,
39383,239.842506887,-887.512045905,469.786384402,20820,12827,13024,12828,,,,
39384,1429.54847887,-1386.17184893,493.880954301,3433,3297,3350,3417,,,,
39385,1439.26429897,-1379.80925143,491.412845881,29495,3379,3241,3198,,,,
39386,1442.45828457,-1380.8026981,494.167587943,3241,3198,3176,29495,,,,
39387,1426.90004137,-1386.8339583,491.631412065,3485,3297,3417,3486,,,,
39388,1427.62269762,-1385.6308333,491.592654741,3297,3485,3417,3433,,,,
39389,513.198525752,-857.760515759,341.341244721,10418,10438,20631,10465,,,,
39390,520.297155059,-883.397733354,337.125620559,30448,10465,20290,10338,,,,
39391,496.874037012,-871.032050394,338.571221605,10465,10582,10682,10694,,,,
39392,1537.52624631,-1457.40915976,401.141326317,14966,2222,2527,2256,,,,
39393,1470.75729199,-1454.95283131,511.133497149,14863,2906,2885,29779,,,,
39394,1603.93418339,-1547.97181105,385.484583115,15054,15134,22649,22614,,,,
39395,1522.45600651,-1593.91495183,408.298775505,15132,2580,2348,29832,,,,
39396,1563.2561581,-1563.92344073,265.554038741,1863,2532,15099,2020,,,,
39397,1627.77720778,-1605.85361888,430.079395357,15115,1521,1722,1543,,,,
39398,1579.84625711,-1582.36841524,362.489375761,15133,15207,1912,15206,,,,
39399,445.972465655,-1608.14850761,497.213552009,17851,10925,11076,11149,,,,
39400,295.385285348,-1589.9911584,385.491222196,17666,17854,12485,18047,,,,
39401,406.457361231,-1595.97083562,530.755506977,18492,11535,11420,11330,,,,
39402,338.165339055,-1575.75046958,520.556749386,18727,12027,12125,18975,,,,
39403,460.875998697,-1485.12249027,568.112477934,18974,11160,10869,10935,,,,
39404,346.351587025,-1517.17336295,488.265039884,26576,24254,24141,27518,,,,
39405,253.280759365,-1441.28405301,565.791537428,13003,20185,12787,12783,,,,
39406,1541.17130616,-1280.48354036,488.902313456,2282,2312,29681,2325,,,,
39407,436.453341606,-466.047212084,487.700215283,26099,11164,11137,11136,,,,
39408,441.978698929,-474.054425207,485.764129477,30486,11102,11101,11094,,,,
39409,431.421236558,-470.547631667,482.942187302,26099,22508,21586,25388,,,,
39410,471.511169276,-444.986948884,470.999880295,21731,10830,10761,10921,,,,
39411,465.804455116,-431.654105677,470.070308642,21603,21731,10829,21740,,,,
39412,471.511169276,-439.586558259,476.344606858,21731,10829,10921,10761,,,,
39413,1686.66618513,-1187.6703918,494.155859212,15195,1247,1123,1097,,,,
39414,1555.24518378,-1600.76297094,423.454949419,30011,1992,2348,2165,,,,
39415,1568.99065988,-1582.97393725,409.446068577,15133,30011,2165,15075,,,,
39416,1609.22595514,-1553.59110233,505.857651074,14882,1771,1705,1704,,,,
39417,1608.99744521,-1605.91344533,460.241549561,15061,1722,1605,1859,,,,
39418,1609.13853067,-1589.54312238,438.052372236,15075,1722,15115,15061,,,,
39419,1113.75664039,-36.8948316078,162.059584512,22276,5988,5708,18361,,,,
39420,1216.45813368,-110.78793145,422.765045734,27530,26230,24075,25848,,,,
39421,1165.57335691,-1409.96056002,430.097505156,15448,22092,22740,15436,,,,
39422,96.3906913899,-1446.6115207,229.650841016,25807,22317,24118,23673,,,,
39423,9.17734998523,-1358.59271883,377.492810567,19202,14746,14756,14762,,,,
39424,82.263606523,-1327.70157599,542.288505541,26013,21032,20869,22450,,,,
39425,184.90026327,-1223.9453994,293.139629389,17837,13617,13374,13218,,,,
39426,912.135827302,-397.71293802,347.040205153,27696,30609,25001,26938,,,,
39427,913.936422657,-322.845436163,426.857657918,30595,21623,7660,21405,,,,
39428,801.691556775,-1389.54538265,525.335951765,8267,8298,8400,8262,,,,
39429,801.696176183,-1385.25036086,518.520588596,8400,29685,8262,8298,,,,
39430,799.118314587,-1392.38717953,526.614485701,8298,8267,8400,8321,,,,
39431,801.697269112,-1379.35489124,520.471966091,29685,8400,8262,8297,,,,
39432,262.884656721,-834.977779324,368.824101757,29861,20686,24739,24939,,,,
39433,971.931315107,-1385.77287855,480.714780828,7011,29509,16414,7047,,,,
39434,975.903117774,-1381.52456057,483.133010689,7047,6986,29509,7114,,,,
39435,976.725676511,-1372.86347543,459.990387096,16402,7009,7010,16246,,,,
39436,974.927403489,-1392.76852833,464.608881039,29509,16402,6983,7031,,,,
39437,958.362054551,-1397.16560247,483.865562838,16414,7161,7253,7031,,,,
39438,602.954883041,-516.572596132,347.444617528,29620,9736,9705,9721,,,,
39439,604.229715467,-513.602675261,346.939348315,29620,9698,9721,9699,,,,
39440,603.887690081,-512.439758686,347.464921158,9698,9709,29620,9720,,,,
39441,221.579266279,-743.06568226,487.606864709,21390,13109,13034,13102,,,,
39442,239.233137889,-721.272934381,480.04021566,12948,21685,29507,12923,,,,
39443,246.129142884,-734.811072074,469.025072918,22481,12859,12893,12894,,,,
39444,246.872413659,-747.399542452,465.111733361,22481,12922,12821,12860,,,,
39445,241.542613401,-721.115727381,482.519710505,29507,12937,12948,12923,,,,
39446,234.759860426,-733.573222625,481.606686796,13034,21685,12995,12949,,,,
39447,1562.51495378,-767.365811038,454.181555257,17578,2137,2136,17934,,,,
39448,1627.78525103,-816.972815135,470.013070454,1584,16900,1661,1583,,,,
39449,1631.78035076,-799.983097897,475.585346676,17075,1581,1580,1610,,,,
39450,1796.55199459,-679.763796514,379.629293856,17084,219,227,16919,,,,
39451,1560.6188425,-1334.89410345,31.2235052645,15765,2218,2122,15766,,,,
39452,1793.68073324,-1438.28658769,16.0932041314,466,449,479,938,,,,
39453,1798.07247994,-1404.49886726,162.219620092,29520,471,456,448,,,,
39454,1182.09737704,-1317.43829255,347.087732148,15744,5461,5288,5317,,,,
39455,376.722182535,-1018.5779627,453.210019862,20320,11575,11735,11670,,,,
39456,712.618177984,-1034.50839373,133.346095178,17994,8889,8895,18201,,,,
39457,739.56722843,-1308.59456772,23.4987090623,17093,8916,8593,16931,,,,
39458,579.024858894,-1388.77022208,259.587265744,16768,10218,9817,16770,,,,
39459,638.20254736,-1604.18933999,326.478405643,16500,9581,9324,9509,,,,
39460,614.231914584,-1353.98302376,367.767163623,9790,16773,9781,9530,,,,
39461,708.691191306,-1314.29980942,194.787807353,17424,8861,8996,17422,,,,
39462,690.938643333,-1250.83362651,312.648240223,17988,8989,18196,17900,,,,
39463,775.983762017,-1488.35552607,249.983110744,16188,8325,8589,8372,,,,
39464,873.767917862,-588.657705402,320.63864792,7782,7903,7781,7735,,,,
39465,934.364423675,-531.721497744,309.683646605,24452,25954,19969,22390,,,,
39466,901.08620069,-503.578788116,352.799293587,20562,7666,7555,7554,,,,
39467,936.809276508,-520.728129783,353.574622588,20400,7395,7177,7468,,,,
39468,948.72362571,-571.147872629,319.997963115,19740,7357,7210,19741,,,,
39469,240.783019475,-696.216628015,484.720414637,12887,12884,13050,12946,,,,
39470,1479.17697808,-705.144361996,454.3945743,18806,2759,2723,2863,,,,
39471,1466.01255721,-699.903976605,449.55468486,18806,2930,2905,2904,,,,
39472,1467.03196632,-709.254848861,455.045451559,2905,18600,2759,2945,,,,
39473,1443.55767806,-707.153854149,472.710505976,29636,3166,3129,3143,,,,
39474,1800.98337219,-788.864895806,520.824327053,17063,265,256,618,,,,
39475,1795.0213679,-797.118290001,516.211877696,17063,16884,265,618,,,,
39476,1242.59541797,-660.823362757,386.981797805,19525,4864,19524,4878,,,,
39477,1160.29408417,-600.384733364,395.452227092,19763,19281,5468,5522,,,,
39478,1229.31761518,-661.994889043,382.995706679,19525,5053,5028,4925,,,,
39479,1256.28915796,-680.896669272,363.588754794,19025,30101,4777,18781,,,,
39480,1216.22810691,-667.117556475,381.539295881,5070,5149,5068,5052,,,,
39481,1213.09920066,-665.34997835,381.406819074,5131,5149,5068,5070,,,,
39482,773.759882109,-1316.61756503,139.696728442,17258,8386,8724,17097,,,,
39483,884.29141133,-1288.30581942,11.1149697786,16751,7600,7643,7948,,,,
39484,1043.1886222,-1042.8563096,172.321116038,17497,6501,6276,6633,,,,
39485,891.778083862,-1101.8819577,82.9148666497,17695,17506,17508,7675,,,,
39486,919.928943271,-1311.89088217,245.231850999,16994,7441,7506,16814,,,,
39487,805.643593241,-1319.99257588,181.157705234,17202,8105,8401,8386,,,,
39488,829.992103604,-1286.0114812,37.3944382247,16930,7948,16935,16749,,,,
39489,596.130260319,-497.645274485,357.838722704,9728,22419,9852,9811,,,,
39490,1284.0593527,-815.809162069,339.678079025,17746,4634,4578,17749,,,,
39491,722.101123965,-1432.58994147,369.678759074,16348,8948,8846,8662,,,,
39492,627.664265048,-417.236969649,354.863878605,24931,30014,21005,21147,,,,
39493,612.290270649,-514.77370889,322.589487291,20332,9750,9511,20337,,,,
39494,700.061258096,-1390.40142935,430.821118408,16755,9014,8914,16616,,,,
39495,709.011349351,-1600.42596137,434.769639811,16506,9049,8802,16505,,,,
39496,940.965247721,-1439.3913788,24.028184205,7398,7135,16379,7362,,,,
39497,962.108097401,-1426.8810085,21.6725741402,7135,16379,16376,7132,,,,
39498,403.930882521,-877.612005046,238.871596988,20053,11509,11318,11677,,,,
39499,447.6029901,-869.395802059,275.221093601,29874,11012,11205,11002,,,,
39500,466.173547306,-857.52952569,277.607854504,20284,20064,11012,29874,,,,
39501,464.052482119,-845.500724905,230.93076741,19835,29874,11041,19831,,,,
39502,421.311789906,-930.600219304,337.181754256,24844,20968,20965,20802,,,,
39503,460.437867617,-895.705208562,196.140351197,22363,10987,19831,19610,,,,
39504,1455.238873,-1294.12672569,438.496377852,3232,3025,2911,2887,,,,
