zone_id,cx,cy,cz,gp1,gp2,gp3,gp4,gp5,gp6,gp7,gp8
103125,166.600880325,-973.304300897,144.509451431,24330,19186,19188,19684,,,,
103126,165.16417906,-958.818375859,111.07225066,19442,19186,19684,19681,,,,
103127,171.643619592,-1003.35252659,168.08441535,19188,13591,24330,19128,,,,
103128,221.272078256,-980.535293788,75.1735987849,22298,18921,19442,19187,,,,
103129,238.705246328,-995.388202994,65.9177951587,22298,18678,18921,19187,,,,
103130,212.257756585,-994.971716552,68.4188608632,22298,19442,18921,18677,,,,
103131,49.116910626,-952.644857452,508.457814939,22435,20548,20372,24606,,,,
103132,111.092119536,-975.152249539,418.995135034,24587,24601,20143,24515,,,,
103133,108.257896738,-1001.04696399,433.054108453,24128,24587,24515,26708,,,,
103134,137.471098011,-988.27972921,409.796491116,24587,24515,20087,24586,,,,
103135,113.228796248,-1084.17673452,443.806525543,13802,13684,25808,18951,,,,
103136,67.9406051144,-899.041432062,474.08214099,27109,20531,20689,20691,,,,
103137,103.312336532,-972.334185076,494.562542184,30160,24610,24612,26738,,,,
103138,81.831255057,-969.042167901,514.417540123,24612,22404,20378,20382,,,,
103139,114.372053716,-967.993300708,491.71993761,24681,30160,26738,24610,,,,
103140,261.661105609,-1059.24983382,442.031745463,27155,25925,23930,25809,,,,
103141,285.581012687,-1051.71369533,421.359721478,27155,24501,24408,25925,,,,
103142,278.004740621,-544.044390348,546.901361977,30452,12564,12396,12601,,,,
103143,471.729163245,-1580.49685273,521.329348639,23684,17847,18041,18490,,,,
103144,462.502021714,-1565.26560953,518.702979963,23608,18722,18490,23684,,,,
103145,464.049882157,-1513.96986071,558.910955876,25376,30224,11014,10869,,,,
103146,84.963756044,-1381.95711884,526.826335237,26012,20867,21031,24872,,,,
103147,74.9831823373,-1402.41112286,530.187972583,26012,30191,13971,20867,,,,
103148,1378.66134249,-1323.40708283,409.339758898,30472,22065,3867,15153,,,,
103149,104.308772115,-1379.5349201,476.910023938,27673,27585,25997,26794,,,,
103150,95.0109937964,-1400.36439678,397.059354908,26764,24335,29602,26736,,,,
103151,127.044537378,-1409.43039786,521.198865337,24808,20722,20721,20884,,,,
103152,128.360514467,-1273.08257567,499.224135849,28575,29523,26895,30288,,,,
103153,53.0628675336,-1337.1078058,538.335129229,24519,20699,20698,20869,,,,
103154,938.151679367,-1535.90354595,513.007920602,22904,16109,16112,16004,,,,
103155,862.943513701,-1529.41210989,485.563402771,25486,29717,22973,30544,,,,
103156,911.94180394,-1569.69829927,440.714907751,22905,15893,16056,15975,,,,
103157,837.378118945,-1580.9254968,478.82128242,23023,16360,16361,16206,,,,
103158,925.777494485,-1561.30957924,516.418028983,22968,16245,16111,16112,,,,
103159,936.552793729,-1578.81253331,504.045578315,22968,16174,16057,16111,,,,
103160,915.46648393,-1578.45039701,510.892819836,22968,16317,16174,16245,,,,
103161,887.0594025,-1549.39778951,481.494269393,22906,23036,29717,23022,,,,
103162,916.189369621,-1583.51626912,501.2608022,22968,16173,16174,16317,,,,
103163,1441.0587052,-870.284999681,87.8545489887,23106,23096,16566,22135,,,,
103164,1464.75419871,-860.177418975,142.973092212,25518,23106,23213,23289,,,,
103165,1423.7632941,-880.197724922,174.515435537,23281,23289,17041,16859,,,,
103166,1404.44336294,-888.378199205,130.722632067,23281,23096,16847,23348,,,,
103167,1412.90084607,-866.807723572,123.644936562,23096,23106,23348,23281,,,,
103168,1445.89375932,-891.453209649,70.8173365114,23096,22135,16424,16566,,,,
103169,1413.01233164,-894.903922548,167.551650437,23281,17041,16847,16859,,,,
103170,104.965152935,-354.0422204,545.61593509,25330,21971,21937,21936,,,,
103171,108.518237037,-366.741611715,541.605832926,25330,25328,21971,21936,,,,
103172,105.312461421,-323.906002949,526.300888657,26154,25307,21937,25329,,,,
103173,106.304982367,-308.190372721,490.19707331,26993,27048,26154,26971,,,,
103174,88.9153695844,-381.402289882,470.952398236,29642,30050,25021,26992,,,,
103175,148.782808412,-295.167746527,553.841494604,30009,22006,25355,25331,,,,
103176,116.926080144,-370.67785801,516.923156079,27842,25328,25330,26146,,,,
103177,899.692644362,-1256.58693369,182.910966966,26464,23293,23218,23294,,,,
103178,936.007508638,-1268.21403101,271.943065986,23273,16841,16815,23203,,,,
103179,863.478570467,-1264.59751036,221.099709947,23294,17203,17053,23354,,,,
103180,1027.51521566,-1248.95841733,145.157985801,28728,28709,27300,27299,,,,
103181,806.806660235,-1169.9946134,138.176370914,27877,26203,25608,26516,,,,
103182,857.139529628,-1268.27367838,198.527255861,23294,17052,17203,23353,,,,
103183,1315.75896912,-81.1766670965,520.460751625,26750,30286,24837,24838,,,,
103184,1468.66346371,-1286.65932425,433.379718157,29976,29511,2919,2887,,,,
103185,1335.6033577,-82.9135177606,552.455108536,24838,20943,20781,29827,,,,
103186,1297.965084,-51.4427321149,483.425470874,24387,19581,24293,19579,,,,
103187,1330.21594398,-50.9117379928,538.697959591,20781,30286,20780,19809,,,,
103188,1408.45915069,-221.341642392,494.00237601,28912,27000,26980,29710,,,,
103189,1331.47879509,-132.205158041,537.435541909,24973,26928,24910,24974,,,,
103190,738.565977894,-194.203805181,531.1829582,25258,21889,21777,21828,,,,
103191,715.554546618,-199.74026194,525.076243193,29937,21828,21884,21889,,,,
103192,705.644163589,-175.513987725,495.25883392,29880,29747,29937,27811,,,,
103193,747.146621248,-238.208798599,500.430166002,22541,21858,21933,8672,,,,
103194,687.521317568,-137.747840397,566.075820821,25236,21766,21713,21710,,,,
103195,743.399567155,-214.541791853,506.473540499,22541,21889,21933,25305,,,,
103196,694.959875784,-66.7613300287,504.797838439,26887,24828,24771,25989,,,,
103197,727.595858333,-77.3691763479,528.520409725,26887,24829,25069,26078,,,,
103198,728.252219123,-67.4119005472,377.734292624,25921,20244,20009,24555,,,,
103199,704.137449393,-191.121779377,524.623518149,29747,21828,21884,29937,,,,
103200,751.730738022,-197.553068134,525.71276057,21889,21888,25258,21777,,,,
103201,1659.47014856,-136.750544408,334.574251214,28175,30038,26561,26543,,,,
103202,1465.05704893,-50.0093110948,212.162947712,22268,18372,3047,18149,,,,
103203,1469.99071601,-52.618186073,183.789915949,22268,3047,17952,18149,,,,
103204,1486.99790796,-32.1619853176,221.126129529,2594,18372,3047,22268,,,,
103205,1489.1716232,-761.438750111,428.08910931,29488,2711,2730,2736,,,,
103206,1466.93736332,-15.0798310627,228.452974927,18372,2594,3047,3162,,,,
103207,454.94416178,-42.9684644125,410.701858888,24897,20916,21066,20919,,,,
103208,509.942647712,-45.9473718341,491.962162123,24955,21069,21193,24899,,,,
103209,549.22123134,-149.112093774,522.610614926,27038,25279,25280,25238,,,,
103210,319.437599939,-720.615351694,402.113038703,21116,12288,12080,22468,,,,
103211,307.355200183,-708.745729389,404.568833289,22489,12190,21472,22468,,,,
103212,26.6438829041,-1596.32691766,514.761913046,14154,14257,19453,14162,,,,
103213,313.392812052,-708.863711932,400.156263278,22489,21116,12190,22468,,,,
103214,309.714370879,-707.431033698,385.868227664,22489,20812,21116,21115,,,,
103215,316.919441925,-723.402008582,407.671614702,22468,12288,12080,12196,,,,
103216,324.897456526,-724.552733705,398.804398913,12288,21116,12080,12085,,,,
103217,556.247516765,-1212.71820851,508.575049912,23606,17845,18040,18249,,,,
103218,544.35137856,-1222.12248109,503.830542054,23606,17845,18038,17844,,,,
103219,546.617622517,-1213.29661192,509.077735835,23606,18038,17845,18249,,,,
103220,522.162164029,-1209.29569254,470.145203524,23605,23670,18007,29669,,,,
103221,548.870259851,-1197.89293941,495.356778016,29669,18486,18249,23606,,,,
103222,509.061051447,-1188.5451655,467.736456359,25779,23750,23670,29669,,,,
103223,546.789402156,-1231.57712277,472.993093051,23605,17844,17651,23527,,,,
103224,550.484811433,-1223.51143438,478.273056111,23605,17844,23527,23606,,,,
103225,545.165234451,-1185.67000262,496.560399435,29669,18249,18486,18489,,,,
103226,1305.96606272,-731.335780835,276.52687817,25702,17911,18111,23706,,,,
103227,1340.33842771,-704.036285349,274.276718255,27453,23641,23709,25702,,,,
103228,1290.70442207,-706.616278532,280.605473739,25702,23787,18111,23869,,,,
103229,1318.88844535,-741.327697811,254.193242357,23639,17911,23641,23706,,,,
103230,1305.89704127,-785.742397692,157.14400992,23411,23556,26471,23480,,,,
103231,281.886416469,-133.732213176,513.133672684,25276,21876,27173,26144,,,,
103232,1427.35452676,-439.091345176,536.654931299,24639,20586,20237,24462,,,,
103233,1368.60903959,-475.157862336,466.332763371,26850,24637,24635,26823,,,,
103234,1454.5435949,-460.348206668,185.260268813,27348,23304,23305,26468,,,,
103235,1422.14112688,-426.167755179,550.967192368,24639,20422,20586,20749,,,,
103236,1597.76338114,-463.9755046,524.359270217,24459,24393,20000,19772,,,,
103237,1512.42891999,-438.210292689,530.086880979,24633,20230,20421,20231,,,,
103238,1440.36240759,-405.069729803,535.742075547,26004,20746,20901,24639,,,,
103239,1609.34366799,-311.802199715,552.999193219,24566,20267,20450,20266,,,,
103240,1631.24131797,-309.373241917,548.666556431,24566,20266,20042,22371,,,,
103241,1589.66245296,-228.242718456,544.304074094,24650,20269,20452,20270,,,,
103242,1703.85734473,-312.528714897,384.366434692,27411,27410,23502,26522,,,,
103243,1434.34657795,-155.577691938,553.163570559,25041,21457,21341,21226,,,,
103244,1558.33569678,-276.215699099,554.217043448,20454,24710,20455,30059,,,,
103245,1342.91833758,-932.996640093,311.229266004,22165,17055,4159,4212,,,,
103246,1359.6692719,-897.35835209,286.374535265,17352,17200,25596,30283,,,,
103247,1357.05237262,-919.682278993,309.793176279,25570,17207,22165,17058,,,,
103248,1356.88627862,-906.068825165,304.58091933,25570,17207,17200,25596,,,,
103249,1305.40678987,-924.105479433,284.03737587,30690,17057,17059,23355,,,,
103250,730.704920236,-480.220189262,152.411604264,27562,26707,30321,29938,,,,
103251,826.944655925,-414.672155654,354.84203611,21040,24942,20886,21043,,,,
103252,834.177919935,-428.719958476,343.57237519,24876,20885,21040,20886,,,,
103253,847.291739304,-426.325142682,340.935436077,24876,21040,20885,24877,,,,
103254,799.063205014,-525.33883216,276.835784733,29783,19967,19738,19966,,,,
103255,865.493171134,-436.20030568,342.64405515,25999,20885,20889,24877,,,,
103256,829.133791034,-437.258192204,337.459639746,24876,20885,20886,20723,,,,
103257,801.570331328,-518.125755195,287.357139212,29783,20196,19967,19966,,,,
103258,818.439641537,-434.515031984,328.54515044,24876,20723,20886,24809,,,,
103259,897.365489658,-506.635768624,325.806944054,24542,20199,20401,20562,,,,
103260,901.640648019,-374.00425329,162.137684804,28875,30264,23720,29591,,,,
103261,875.717328605,-521.275908321,311.423134315,24621,19970,20199,20194,,,,
103262,835.524854586,-448.033855531,204.626157026,29068,28578,29544,30305,,,,
103263,845.070129866,-415.090298742,341.574814528,24942,24877,21040,24876,,,,
103264,820.620675699,-408.784828865,340.296699693,24942,20886,24878,24876,,,,
103265,1342.69280255,-548.373296965,53.5802790247,22168,17078,4252,16910,,,,
103266,1434.86426889,-323.293934654,124.402806674,25627,17228,23365,22185,,,,
103267,1432.30279985,-196.219744157,544.666447884,26067,21353,25043,25041,,,,
103268,1478.22218572,-240.178948723,529.431293601,27692,24984,30030,24983,,,,
103269,1605.23674074,-512.864941516,497.927015728,27542,26697,24165,26224,,,,
103270,1720.26046414,-978.918161426,446.498759772,30105,22963,29782,25460,,,,
103271,1608.82391153,-1006.44302243,262.545076224,25543,23160,16577,23107,,,,
103272,1599.00795344,-1036.87713331,368.953240781,29928,22897,22864,30240,,,,
103273,1627.77857771,-985.358605196,241.508837251,25543,16577,1618,16444,,,,
103274,1613.28499269,-972.184817491,348.14447948,25547,22928,23225,23176,,,,
103275,1633.41476204,-1005.27018353,384.052634388,26365,22863,22895,22894,,,,
103276,1633.1022416,-1116.54536519,361.683712319,28120,26184,22782,26313,,,,
103277,828.040953345,-116.022315093,78.6487462164,23972,18811,18812,19053,,,,
103278,833.365661893,-88.3812766614,263.98697369,24277,19550,19306,24367,,,,
103279,1474.75322402,-668.76531163,433.150947491,22309,18805,2860,18577,,,,
103280,532.079572841,-364.420912499,77.4864348824,25846,19317,19061,19062,,,,
103281,712.034823642,-468.548464153,309.61812361,26014,24592,20671,22446,,,,
103282,628.719465533,-451.249163003,335.380261835,24800,22420,20674,30014,,,,
103283,1246.62996768,-1287.78038832,353.460465974,22103,15657,4767,4883,,,,
103284,1237.62168019,-1276.48990035,351.359601674,22103,5023,4767,15753,,,,
103285,1252.47319061,-1274.43355405,343.331828027,4767,15657,15753,15659,,,,
103286,1245.11564155,-1280.67617283,346.020226286,15657,4767,15753,22103,,,,
103287,493.768731336,-1572.35516139,531.886123008,18041,17848,23684,18251,,,,
103288,484.853088104,-1562.91227199,544.901148733,18251,18493,18041,10779,,,,
103289,490.079913438,-1547.94069765,529.050502294,23684,18493,18251,23847,,,,
103290,473.436004947,-1545.93484127,504.376861738,30184,23684,23938,23608,,,,
103291,487.734098048,-1488.87617918,541.235772968,24032,25376,18726,18974,,,,
103292,672.997104031,-253.290918498,399.95820877,28386,28112,27795,27167,,,,
103293,489.424733976,-101.637004459,365.462123065,27654,29859,24765,30110,,,,
103294,1441.59149935,-41.8671945615,524.949063553,24382,20029,19806,24477,,,,
103295,1386.15409469,-47.5984906849,428.260416539,24290,19327,19069,19328,,,,
103296,1398.60027569,-44.0850474516,457.225613516,19573,24290,19574,19327,,,,
103297,1375.3883787,-76.4311751801,537.353032383,24478,20944,24479,24912,,,,
103298,1453.06236231,-40.1935404094,479.10865371,19325,19573,30346,19572,,,,
103299,1461.98456072,-40.7364470268,533.239725496,26021,20029,19805,24382,,,,
103300,1427.07290696,-90.9676281556,546.49670196,24972,21100,21224,21099,,,,
103301,277.439686512,-1492.91678296,521.512925761,24443,19958,19730,19727,,,,
103302,277.371076797,-1514.03163539,188.269200369,29543,30106,23452,17428,,,,
103303,251.288769487,-1569.85325005,441.311778275,23848,18257,18497,23765,,,,
103304,249.90985182,-1417.90022325,519.206783213,27613,24684,24614,25951,,,,
103305,363.575117467,-1332.60764867,368.415399261,29711,23455,17454,23518,,,,
103306,292.756271846,-1467.1881143,533.249999227,24442,19956,19958,19726,,,,
103307,284.247174844,-1459.0638857,529.13256897,24442,19958,19956,24533,,,,
103308,278.139196696,-1460.78463195,520.376384232,24442,24535,19958,24533,,,,
103309,1290.20741104,-1187.18492993,317.909627021,30111,15831,15911,29653,,,,
103310,1303.01380353,-1258.356919,320.62327085,25450,22095,15575,30536,,,,
103311,1289.70396949,-1204.796019,320.181723997,29653,15831,15749,22849,,,,
103312,1259.03573713,-1240.4033824,315.551079379,22851,15751,15752,22823,,,,
103313,1249.34522208,-1266.14487286,315.013736386,22823,22793,15753,22852,,,,
103314,1245.56701801,-1256.62145878,319.611032676,22823,15753,15752,22852,,,,
103315,116.913041714,-1398.81879786,489.48332561,27673,24750,24808,25997,,,,
103316,1379.88553653,-1323.7361999,394.688597915,30472,3948,3733,15385,,,,
103317,166.448113835,-1546.42219319,491.190872224,27602,19491,24449,19735,,,,
103318,60.2959486108,-1530.07033506,384.941895712,25854,19194,24236,23916,,,,
103319,116.228641167,-1539.42323882,475.636442681,30702,24538,24142,24119,,,,
103320,147.196637829,-1533.0858929,465.219775674,27602,26662,24142,25915,,,,
103321,133.877158252,-1524.17752023,506.406143968,30702,20191,13654,19964,,,,
103322,126.994191538,-1530.33840197,475.562979492,25915,24538,24142,30702,,,,
103323,1082.74088805,-127.744429922,531.426678648,26953,25040,25039,26978,,,,
103324,1084.09940777,-48.7985787267,419.515876774,24282,19557,19313,19556,,,,
103325,1130.64239846,-60.2301978679,463.510273563,24390,24296,24193,19583,,,,
103326,1056.3577505,-65.7564935568,415.06668518,25879,24178,19556,24282,,,,
103327,824.742875204,-1406.54297898,182.826738585,16482,16623,23060,17050,,,,
103328,822.61943757,-1422.78942798,177.918654914,16623,16482,23060,16483,,,,
103329,808.637567367,-1431.94830733,186.258177283,23060,16482,16333,16483,,,,
103330,795.773164956,-1445.47486636,172.228677305,16333,16341,23060,16483,,,,
103331,775.328530907,-1380.09726708,265.591559962,29806,23064,23017,23015,,,,
103332,747.005089044,-1415.06608501,130.624819975,23067,17098,16932,23018,,,,
103333,780.07628061,-1440.55211779,181.585180171,16341,16333,23060,23014,,,,
103334,802.008663136,-1383.00980696,160.393675298,17050,8386,16934,23060,,,,
103335,810.919153575,-1370.03365526,152.678508017,8386,17050,16934,8131,,,,
103336,320.178717396,-1269.00810367,474.379225743,27472,26601,23682,25896,,,,
103337,1032.43306546,-1330.84028108,46.449505861,23045,16529,16526,30211,,,,
103338,1011.94561111,-1342.38960481,93.9711346376,30211,16432,25512,23098,,,,
103339,1027.08210049,-1328.57861923,75.7192252053,25512,23143,23045,30211,,,,
103340,1013.23285602,-1324.0794301,85.9961073949,25512,30211,23098,23143,,,,
103341,559.506357984,-503.64848947,317.37949144,30163,20669,20509,24733,,,,
103342,525.269840775,-565.864823657,221.777559142,24595,20121,20106,30717,,,,
103343,595.433831115,-549.327936672,165.1694372,26762,24327,24419,26676,,,,
103344,627.81561457,-512.388367609,271.489449259,25930,20118,20109,24507,,,,
103345,715.36691146,-535.75489209,115.863041419,29756,27562,27500,30303,,,,
103346,616.420172462,-547.088977632,204.342681969,24415,24419,19884,24505,,,,
103347,521.96067475,-1304.24087113,269.398315135,25562,23381,17110,17108,,,,
103348,537.522573711,-1285.34365738,322.549280365,23318,17108,17106,23380,,,,
103349,586.213254417,-1261.6942008,310.289311568,23318,17984,23820,23734,,,,
103350,574.341402271,-1250.18098041,304.138209456,23318,17984,18190,23820,,,,
103351,585.523763893,-1237.62537688,305.720510848,23820,18192,17984,18190,,,,
103352,587.861381671,-1265.32457362,369.397785161,25612,23825,23321,23378,,,,
103353,570.497996599,-1269.25648844,338.42878373,23378,23318,23820,23321,,,,
103354,589.25854629,-1328.63862525,303.529395568,29555,16766,16949,23247,,,,
103355,829.260911578,-245.136155712,467.241910094,30252,26119,21865,27121,,,,
103356,862.872469977,-283.242722353,461.715643694,7806,22513,7988,21748,,,,
103357,849.375331352,-250.62166224,467.800841075,27121,25252,21807,30252,,,,
103358,915.975482724,-269.464355772,445.076014977,25115,25222,21691,25199,,,,
103359,884.477512075,-277.694644442,209.778286895,28027,28022,26636,27481,,,,
103360,918.987674067,-291.247848495,444.517587728,25115,21691,21623,21627,,,,
103361,870.738638165,-308.512608901,409.101783887,25159,21519,21622,21621,,,,
103362,973.149210159,-50.7309481775,343.688713086,19309,24279,19553,19551,,,,
103363,835.122830533,-48.3378683022,352.592073754,24466,19783,20010,19784,,,,
103364,268.225978262,-1043.1350485,320.491522074,30405,12807,12400,19380,,,,
103365,243.533624918,-1050.76457964,367.119755687,25718,30405,19858,25909,,,,
103366,225.109718247,-1070.77422797,309.936921664,24306,19383,19634,19380,,,,
103367,275.81415914,-1090.42176875,352.232484694,24210,24313,30405,23759,,,,
103368,285.590601759,-1085.51957106,339.591995758,24210,19379,30405,24313,,,,
103369,308.842103215,-1087.13167413,340.479196775,24313,19379,19389,24209,,,,
103370,281.595460438,-1105.91276346,358.409532938,24210,23759,23756,24313,,,,
103371,254.063442442,-1086.0110392,326.90196013,24210,24306,30405,19380,,,,
103372,269.010101464,-1074.58189702,378.253370652,23759,23843,24408,30405,,,,
103373,236.88096776,-1049.79781488,348.536287394,25718,19634,19858,30405,,,,
103374,343.749766815,-272.247535915,539.729908396,25366,25364,22046,25363,,,,
103375,351.997046525,-260.718632253,539.378963759,25366,22046,25364,25359,,,,
103376,399.285332486,-177.726012609,489.365067903,28931,29137,27844,28813,,,,
103377,335.775624826,-267.672971483,546.361149816,25366,22046,22047,25363,,,,
103378,315.731371276,-281.752519984,551.562833741,25363,22048,22043,22047,,,,
103379,273.756679545,-313.88772459,539.800946876,30650,25356,22041,26172,,,,
103380,1334.50244616,-778.792925131,334.491522514,22232,4077,4250,18113,,,,
103381,1351.90144289,-815.378003835,342.059263456,22232,4140,17740,17744,,,,
103382,1353.64021381,-813.831014657,353.586613106,22232,4022,4140,17744,,,,
103383,1351.99385942,-802.797793965,361.039174752,4022,3972,22232,4184,,,,
103384,1337.64306027,-816.269364652,351.061706429,22232,4140,4184,17559,,,,
103385,1332.41513638,-808.618562526,341.868044771,22232,4184,17912,17559,,,,
103386,1340.97469463,-821.498704792,339.702713399,22232,17559,17740,4140,,,,
103387,1335.74677074,-813.847902666,330.50905174,22232,17912,17740,17559,,,,
103388,1538.93694941,-92.701628489,165.626895483,23426,17951,17952,22268,,,,
103389,1627.06851446,-204.502707735,190.054418331,29746,29888,25606,25602,,,,
103390,1510.6240114,-105.689023259,180.971962699,25708,17952,22268,23426,,,,
103391,1554.20617924,-281.592399196,171.635398222,27138,25600,22197,25602,,,,
103392,1514.57309871,-105.129176076,111.033928837,23426,17952,17396,17582,,,,
103393,1582.57544199,-130.098734692,114.777617561,23426,17951,17233,17396,,,,
103394,1520.56205767,-134.858898092,96.0240003673,23426,17582,17396,17388,,,,
103395,1602.10731207,-193.043629184,141.528775394,29888,23426,17233,25602,,,,
103396,1549.58724921,-100.388390657,129.123517264,23426,17952,17951,17396,,,,
103397,43.7341532363,-107.038184157,470.906183441,26066,21455,21340,30091,,,,
103398,51.0117545066,-112.211353549,454.846321027,26066,30091,21340,26054,,,,
103399,64.7052446376,-122.01334403,456.637649594,27924,26054,30091,26066,,,,
103400,49.017969648,-140.170301252,450.354615931,26054,30091,21337,25080,,,,
103401,318.834513548,-1562.04096566,428.755115387,23686,23613,17853,23687,,,,
103402,319.511068242,-1578.42510026,437.204795144,23686,17853,17852,18046,,,,
103403,309.391455368,-1569.84872344,434.369662085,23686,23687,17853,18046,,,,
103404,1393.0424018,-504.986188678,501.138250699,24461,19777,20235,20233,,,,
103405,1378.95289372,-498.383132957,493.516413728,24461,20233,20235,24635,,,,
103406,1321.81221617,-458.470059181,496.795682237,24699,24761,20588,24762,,,,
103407,1401.21544702,-473.940696038,501.51566989,24637,24553,20004,24461,,,,
103408,1456.18011155,-425.842159923,541.353139481,24759,20746,20586,20581,,,,
103409,1401.1163161,-497.789723516,507.346043204,24461,20235,19777,20004,,,,
103410,1430.36263264,-482.950809115,492.079842067,25901,22359,24461,26234,,,,
103411,1468.60075725,-397.670205655,549.336447065,22424,20585,2808,20746,,,,
103412,1703.82756127,-1121.56173046,467.097816714,22082,22725,15413,15412,,,,
103413,1686.42343656,-1186.58242489,441.355876505,30656,22692,22672,22670,,,,
103414,1648.54820495,-1151.30810294,438.365326701,22693,15399,22720,25425,,,,
103415,1607.30395182,-1122.84644294,263.566961958,29186,26392,28420,28438,,,,
103416,1696.75985403,-1239.86168645,455.304265748,29590,22067,22644,22645,,,,
103417,135.150675696,-925.35349915,492.841891237,24726,24747,20653,22438,,,,
103418,85.1275712808,-943.578545089,533.841493434,22404,13959,13858,13840,,,,
103419,81.209356509,-934.658134588,527.081441205,22404,20710,13959,13840,,,,
103420,78.289288347,-954.01700828,533.779875239,22404,13959,13958,13858,,,,
103421,69.8019559717,-954.132208474,528.730469786,22404,13958,13959,20548,,,,
103422,84.9415442049,-961.178017442,529.288137245,22404,13858,13958,20382,,,,
103423,116.078497011,-994.816107776,504.863905332,24528,24610,20173,24245,,,,
103424,78.0421891836,-967.115308606,524.389547732,22404,20382,13958,20378,,,,
103425,69.0617906447,-963.53853751,524.124347081,22404,13958,20548,20378,,,,
103426,672.848579597,-759.181646692,172.354426943,24104,19152,18660,24220,,,,
103427,662.010742121,-771.536692778,182.831549818,24104,19154,19152,24220,,,,
103428,587.157957572,-787.419542082,112.190669719,24204,19114,18897,18864,,,,
103429,589.737826355,-802.473930668,158.50772256,19363,19151,24205,19405,,,,
103430,621.086088787,-789.283374552,103.894167743,24008,18897,18657,18864,,,,
103431,758.328964198,-1203.16027878,60.2914948614,23376,17250,17092,17249,,,,
103432,730.444942672,-1165.69507989,68.6866036248,23441,17415,17250,23440,,,,
103433,1213.58551887,-890.78239785,252.015026453,29893,23564,23481,22221,,,,
103434,1197.55389181,-823.098800787,281.240995466,17927,17922,22230,17916,,,,
103435,1191.6690668,-825.015086728,265.698970932,22230,17927,17916,17736,,,,
103436,1223.99896015,-803.130559143,260.862639141,17907,22230,5062,4958,,,,
103437,1203.95373257,-797.990726964,259.762014436,22230,5062,5258,17916,,,,
103438,1194.56227987,-811.116383677,255.22531461,22230,17916,5258,17736,,,,
103439,1199.4147212,-816.430693203,238.51595062,5258,5107,22230,17736,,,,
103440,1221.33640069,-821.842216277,286.620910887,17922,17748,22230,17907,,,,
103441,1210.56243482,-814.621527662,280.421232297,22230,17907,17916,17922,,,,
103442,1200.25096206,-834.542321268,285.96398444,17922,17927,22230,17747,,,,
103443,1608.12009999,-584.531203111,534.110786895,22289,1843,18354,18574,,,,
103444,1592.01560125,-577.823926297,542.39172682,22289,1843,1842,1955,,,,
103445,1602.29590195,-578.355066911,541.241959261,22289,1842,1843,18574,,,,
103446,1732.43973625,-192.930486225,528.434521426,24298,28277,19821,19589,,,,
103447,1541.41921095,-1347.1668195,148.099204886,22802,22773,15607,25451,,,,
103448,1482.53951589,-1126.87776715,97.9514978821,23042,22957,22956,22997,,,,
103449,1459.41557381,-1189.29702743,67.9846547,22995,22919,16129,16021,,,,
103450,1756.1685969,-1194.19019149,429.576510493,25447,22707,15551,22785,,,,
103451,1744.77310578,-1240.82251131,458.593872806,22673,22645,15272,22690,,,,
103452,1680.33363308,-1251.42048556,457.567264234,22642,22067,15118,22644,,,,
103453,1733.94887031,-1172.91294272,371.064541045,26336,22811,22786,22813,,,,
103454,1712.1269564,-1226.48334929,314.047717953,27217,22789,22787,26308,,,,
103455,1380.98199758,-171.130248727,169.018332657,29708,23722,23492,23493,,,,
103456,1343.508094,-515.976663677,420.63726655,26824,24552,24548,26240,,,,
103457,1381.30824804,-150.256715448,115.015918448,23493,17389,17583,23492,,,,
103458,1058.23817665,-50.6333977495,193.554672757,22276,6378,18578,18810,,,,
103459,1075.67791301,-49.7376406629,216.938748714,22276,18584,6378,18810,,,,
103460,1433.47291682,-1054.14790423,242.434621918,27322,23216,23156,23214,,,,
103461,1304.75585779,-1130.61331331,304.988801963,22960,16033,16032,22925,,,,
103462,1317.28194001,-1279.22525271,350.252354667,30378,4446,4276,15580,,,,
103463,304.719272462,-1050.50810047,406.770277099,24501,24408,19867,24499,,,,
103464,329.198677494,-1107.83879195,450.1249065,30640,18695,23924,23933,,,,
103465,313.975870578,-1125.4826328,429.792374634,23924,18695,18462,18461,,,,
103466,321.917130729,-1057.41387383,395.862916242,24406,24499,19865,19867,,,,
103467,335.087797548,-1087.26032235,401.680929608,23924,24309,24406,24405,,,,
103468,312.144261546,-1084.72530752,408.37167844,23925,23924,24406,24499,,,,
103469,306.331248214,-1068.624404,377.347917115,24406,24408,19643,24313,,,,
103470,81.3318701694,-1158.8117902,81.9054385877,23674,18935,18917,18674,,,,
103471,99.1583831044,-1163.90006974,71.0774992815,23674,18674,18917,18438,,,,
103472,89.475274709,-1190.47827011,58.6023802959,23674,18438,18440,18674,,,,
103473,389.907841787,-487.56415207,513.417973239,29971,11628,11560,11563,,,,
103474,382.648910224,-490.203223777,516.126089124,11675,11560,11636,11628,,,,
103475,102.228402966,-1211.10892673,61.8443936755,23674,18015,18440,18438,,,,
103476,388.431551789,-441.765202111,540.645394151,21906,11649,11452,30458,,,,
103477,840.820506309,-1176.16068622,195.137697829,30521,27141,26497,26517,,,,
103478,904.299118716,-1077.69621805,212.882612834,23696,23776,18078,23697,,,,
103479,919.863495461,-1068.19428434,209.49401476,23776,18078,17877,23696,,,,
103480,854.302129965,-1251.72664459,274.549910186,23346,17165,17164,17338,,,,
103481,880.476075392,-1250.96728316,276.612145088,23346,17164,17012,23280,,,,
103482,83.3901357388,-712.542492264,514.622222275,21514,13933,29740,21386,,,,
